id_symptoms,name_symptoms
38130025,ожирение и другие виды избыточности питания
39570025,психические расстройства и расстройства поведения
19460025,патология высшей нервной деятельности
39580025,"органические, включая симптоматические психические расстройства"
41140025,"шизофрения, шизотипические и бредовые расстройства"
41460025,расстройства настроения [аффективные расстройства]
41890025,"невротические, связанные со стрессом и соматоформные расстройства"
42390025,"поведенческие синдромы, связанные с физиологическими нарушениями и физическими факторами"
42770025,расстройства личности и поведения в зрелом возрасте
43290025,умственная отсталость
43600025,расстройства психологического развития
43880025,"эмоциональные расстройства и расстройства поведения, начинающиеся обычно в детском и подростковом возрасте"
44360025,болезни нервной системы
178940025,патология нервной системы
44370025,воспалительные болезни центральной нервной системы
44740025,"системные атрофии, поражающие преимущественно центральную нервную систему"
44950025,экстрапирамидные и другие двигательные нарушения
45310025,другие дегенеративные болезни нервной системы
45460025,демиелинизирующие болезни центральной нервной системы
45620025,эпизодические и пароксизмальные расстройства
46200025,"поражения отдельных нервов, нервных корешков и сплетений"
46910025,полиневропатии и другие поражения периферической нервной системы
47200025,болезни нервно-мышечного синапса и мышц
47510025,церебральный паралич и другие паралитические синдромы
47790025,другие нарушения нервной системы
178980025,патологии глаза и его придаточного аппарата
48350025,"болезни век, слезных путей и глазницы"
48390025,другие воспаления век
48440025,другие болезни век
48550025,"поражения века при болезнях, классифицированных в других рубриках"
48590025,болезни слезного аппарата
48690025,болезни глазницы
48780025,"поражения слезного аппарата и глазницы при болезнях, классифицированных в других рубриках"
48830025,болезни конъюнктивы
48930025,другие болезни конъюнктивы
49010025,"поражения конъюнктивы при болезнях, классифицированных в других рубриках"
49070025,"болезни склеры, роговицы, радужной оболочки и цилиарного тела"
49080025,болезни склеры
49260025,другие болезни роговицы
49370025,"поражения склеры и роговицы при болезнях, классифицированных в других рубриках"
49490025,другие болезни радужной оболочки и цилиарного тела
49580025,"поражения радужной оболочки и цилиарного тела при болезнях, классифицированных в других рубриках"
49620025,болезни хрусталика
49690025,другие катаракты
304000025,катаракта
49870025,болезни сосудистой оболочки и сетчатки
50460025,болезни стекловидного тела и глазного яблока
50470025,болезни стекловидного тела
50540025,болезни глазного яблока
50650025,"поражения стекловидного тела и глазного яблока при болезнях, классифицированных в других рубриках"
50690025,болезни зрительного нерва и зрительных путей
50710025,другие болезни зрительного [2-го] нерва и зрительных путей
50720025,"болезни зрительного нерва, не классифицированные в других рубриках"
50840025,"болезни мышц глаза, нарушения содружественного движения глаз, аккомодации и рефракции"
51030025,другие нарушения содружественного движения глаз
51180025,зрительные расстройства и слепота
51190025,расстройства зрения
51290025,слепота и пониженное зрение
51380025,другие болезни глаза и его придаточного аппарата
51390025,нистагм и другие непроизвольные движения глаз
51400025,другие болезни глаза и его придаточного аппарата
51450025,"другие поражения глаза и его придаточного аппарата при болезнях, классифицированных в других рубриках"
51490025,поражения глаза и его придаточного аппарата после медицинских процедур
51530025,болезни уха и сосцевидного отростка
179020025,патологии уха и сосцевидного отростка
51540025,болезни наружного уха
52570025,болезни уха
51660025,неинфекционные болезни ушной раковины
51640025,другие болезни наружного уха
51710025,"поражения наружного уха при болезнях, классифицированных в других рубриках"
51780025,болезни среднего уха и сосцевидного отростка
51930025,"средний отит при болезнях, классифицированных в других рубриках"
410930025,средний отит
51970025,воспаление и закупорка евстахиевой трубы
52000025,болезни евстахиевой трубы
52040025,мастоидит и родственные состояния
52170025,болезни барабанной перепонки
52220025,другие болезни среднего уха и сосцевидного отростка
52330025,болезни внутреннего уха
52490025,другие болезни внутреннего уха
52560025,кондуктивная и нейросенсорная потеря слуха
382390025,заболевания слухового и вестибулярного аппарата
52670025,другая потеря слуха
52780025,другие болезни уха
52820025,болезни слухового нерва
52850025,"другие поражения уха при болезнях, классифицированных в других рубриках"
52880025,поражения уха и сосцевидного отростка после медицинских процедур
52930025,болезни системы кровообращения
178920025,патология сердечно-сосудистой системы
52940025,острая ревматическая лихорадка
53050025,хронические ревматические болезни сердца
197400025,болезни сердца
53060025,ревматические болезни митрального клапана
53120025,ревматические болезни аортального клапана
53180025,ревматические болезни трехстворчатого клапана
53240025,поражения нескольких клапанов
53310025,другие ревматические болезни сердца
53370025,"болезни, характеризующиеся повышенным кровяным давлением"
53830025,другие формы острой ишемической болезни сердца
53560025,ишемическая болезнь сердца
53980025,легочное сердце и нарушения легочного кровообращения
54120025,другие болезни сердца
54180025,другие болезни перикарда
54300025,острый и подострый инфекционный эндокардит
54290025,острый и подострый эндокардит
54670025,другие виды острого миокардита
54640025,миокардит
54900025,предсердно-желудочковая блокада и блокада левой ножки пучка Гиса
54990025,другие нарушения проводимости
55470025,цереброваскулярные болезни
55670025,другое внутримозговое кровоизлияние
413610025,внутримозговое кровоизлияние
55690025,другое нетравматическое внутричерепное кровоизлияние
55810025,другой инфаркт мозга
55730025,ишемический инсульт
56220025,"болезни артерий, артериол и капилляров"
56390025,другие формы аневризмы
56470025,другие болезни периферических сосудов
56610025,другие поражения артерий и артериол
56710025,болезни капилляров
56760025,"поражения артерий, артериол и капилляров при болезнях, классифицированных в других рубриках"
56810025,"болезни вен, лимфатических сосудов и лимфатических узлов, не классифицированные в других рубриках"
56900025,эмболия и тромбоз других вен
57160025,варикозное расширение вен других локализаций
336930025,варикозное расширение вен
57230025,другие поражения вен
57340025,другие неинфекционные болезни лимфатических сосудов и лимфатических узлов
57390025,другие и неуточненные болезни системы кровообращения
57580025,болезни органов дыхания
18200025,патология системы дыхания
57590025,острые респираторные инфекции верхних дыхательных путей
320030025,острое респираторное заболевание
57770025,ларингит и трахеит
58160025,"пневмония, вызванная другими инфекционными возбудителями"
317330025,пневмония
58310025,острые респираторные инфекции нижних дыхательных путей
58550025,назофарингит и фарингит
58720025,болезни носовых синусов
58890025,болезни голосовых складок и гортани
59300025,"болезни легкого, вызванные внешними агентами"
197380025,болезни легких
59820025,"респираторные болезни, поражающие главным образом интерстициальную ткань"
59910025,гнойные и некротические состояния нижних дыхательных путей
60000025,болезни плевры
60180025,респираторные нарушения после медицинских процедур
60370025,болезни средостения
60380025,болезни диафрагмы
60410025,респираторные нарушения при других болезнях
60450025,болезни органов пищеварения
178900025,патология органов пищеварения
60460025,"болезни полости рта, слюнных желез и челюстей"
60470025,нарушения развития и прорезывания зубов
60690025,болезни твердых тканей зубов
60800025,болезни пульпы и периапикальных тканей
60910025,гингивит и болезни пародонта
60990025,изменения десны и беззубого альвеолярного края
61050025,челюстно-лицевые аномалии [включая аномалии прикуса]
61150025,изменения зубов и их опорного аппарата
61280025,болезни челюстей
61350025,болезни слюнных желез
61460025,стоматит и родственные поражения
61500025,болезни губ и слизистой оболочки полости рта
61670025,другие болезни языка
61590025,болезни языка
61690025,"болезни пищевода, желудка и двенадцатиперстной кишки"
305960025,болезни желудочно-кишечного тракта
61840025,"поражения пищевода при болезнях, классифицированных в других рубриках"
61740025,болезни пищевода
62400025,болезни желудка и двенадцатиперстной кишки
62500025,болезни аппендикса
62990025,неинфекционный энтерит и колит
63200025,болезни кишечника
63210025,сосудистые болезни кишечника
63480025,функциональные кишечные нарушения
63690025,болезни заднего прохода и прямой кишки
64410025,воспалительные болезни печени
64040025,болезни печени
64620025,"болезни желчного пузыря, желчевыводящих путей и поджелудочной железы"
65050025,болезни кишечника с нарушениями всасывания
179000025,патологии кожи и подкожной клетчатки
65330025,инфекции кожи и подкожной клетчатки
464950025,болезни кожи
65680025,буллезные нарушения
65960025,дерматит и экзема
66650025,папулосквамозные нарушения
67010025,крапивница и эритема
67290025,"болезни кожи и подкожной клетчатки, связанные с воздействием излучения"
67360025,"острые изменения кожи, вызванные ультрафиолетовым излучением"
67440025,"изменения кожи, вызванные хроническим воздействием неионизирующего излучения"
67620025,болезни ногтей
67980025,аномалии цвета волос и волосяного стержня
68300025,болезни волосяных фолликулов
68360025,болезни мерокринных потовых желез
68440025,болезни апокринных потовых желез
68520025,нарушения пигментации кожи
68740025,трансэпидермальные прободные изменения
68820025,атрофические поражения кожи
68920025,гипертрофические изменения кожи
68960025,гранулематозные изменения кожи и подкожной клетчатки
69070025,локализованные изменения соединительной ткани
69360025,болезни костно-мышечной системы и соединительной ткани
178950025,патологии опорно-двигательной системы
69370025,инфекционные артропатии
330670025,артропатия
69530025,реактивные артропатии
69650025,воспалительные полиартропатии
70790025,приобретенные деформации пальцев рук и ног
470310025,болезни суставов
70870025,приобретенные деформации конечностей
70980025,поражения надколенника
71060025,внутрисуставные поражения колена
71380025,системные поражения соединительной ткани
71390025,узелковый полиартериит и родственные состояния
71450025,некротизирующая васкулопатия
71820025,"системные поражения соединительной ткани при болезнях, классифицированных в других рубриках"
71860025,артропатия при болезнях крови
71890025,деформирующие дорсопатии
72540025,дорсопатии
72200025,спондилопатии
305980025,заболевания опорно-двигательного аппарата
72220025,воспалительные спондилопатии
73180025,поражения синовиальных оболочек и сухожилий
73450025,болезни мягких тканей
74180025,нарушения плотности и структуры кости
470320025,болезни костей
75110025,хондропатии
75430025,другие нарушения костно-мышечной системы и соединительной ткани
75440025,приобретенные деформации костно-мышечной системы и соединительной ткани
75530025,поражения костно-мышечной системы после медицинских процедур
75630025,биомеханические нарушения
75740025,болезни мочевыделительной системы
19410025,патология мочевыделительной системы
75750025,гломерулярные болезни
385520025,воспалительные заболевания почек
76640025,"гломерулярные поражения при болезнях, классифицированных в других рубриках"
76720025,тубулоинтерстициальные болезни почек
77360025,другие болезни почки и мочеточника
197350025,болезни почек
77370025,"нарушения, развивающиеся в результате дисфункции почечных канальцев"
178960025,патология половой системы
78120025,воспалительные болезни предстательной железы
446370025,болезни предстательной железы
78250025,гидроцеле и сперматоцеле
78370025,болезни полового члена
78490025,"воспалительные болезни семенного канатика, влагалищной оболочки и семявыносящего протока"
78500025,воспалительные болезни мошонки
78630025,болезни молочной железы
79290025,невоспалительные болезни женских половых органов
80760025,другие нарушения мочеполовой системы
80770025,"нарушения мочеполовой системы после медицинских процедур, не классифицированные в других рубриках"
80870025,беременность с абортивным исходом
80860025,"беременность, роды и послеродовой период"
81580025,"осложнения, вызванные абортом, внематочной или молярной беременностью"
81690025,"отеки, протеинурия и гипертензивные расстройства во время беременности, родов и послеродовом периоде"
81930025,"болезни матери, связанные преимущественно с беременностью"
82130025,инфекции мочеполовых путей при беременности
83030025,аномалии и повреждения плода
83570025,осложнения родов и родоразрешения
83640025,нарушения родовой деятельности
84600025,другие осложнения родов и родоразрешения
85040025,"осложнения, связанные преимущественно с послеродовым периодом"
85580025,акушерская смерть матери или плода
85820025,"отдельные состояния, возникающие в перинатальном периоде"
85830025,"Поражения плода и новорожденного, обусловленные состояниями матери, осложнениями беременности, родов и родоразрешения"
86370025,"Расстройства, связанные с продолжительностью беременности и ростом плода"
87020025,"Дыхательные и сердечно-сосудистые нарушения, характерные для перинатального периода"
87660025,"Инфекционные болезни, специфичные для перинатального периода"
88010025,Геморрагические и гематологические нарушения у плода и новорожденного
88750025,"Преходящие эндокринные нарушения и нарушения обмена веществ, специфичные для плода и новорожденного"
89080025,расстройства системы пищеварения у плода и новорожденного
89090025,другие виды непроходимости кишечника у новорожденного
89230025,"Состояния, вовлекающие наружные покровы и терморегуляцию плода и новорожденного"
89420025,"Другие нарушения, возникающие в перинатальном периоде"
89800025,врожденные аномалии [пороки развития] нервной системы
90300025,"врожденные аномалии [пороки развития] глаза, уха, лица и шеи"
90310025,"врожденные аномалии [пороки развития] века, слезного аппарата и глазницы"
90400025,"анофтальм, микрофтальм и макрофтальм"
90450025,врожденные аномалии [пороки развития] хрусталика
90530025,врожденные аномалии [пороки развития] переднего сегмента глаза
90620025,врожденные аномалии [пороки развития] заднего сегмента глаза
90690025,другие врожденные аномалии [пороки развития] глаза
90730025,"аномалии развития уха, вызывающие нарушение слуха"
91010025,врожденные пороки системы кровообращения
91840025,врожденные аномалии [пороки развития] органов дыхания
92210025,расщелина губы и неба [заячья губа и волчья пасть]
92460025,другие врожденные аномалии [пороки развития] органов пищеварения
93140025,врожденные аномалии половых органов
93740025,врожденные аномалии [пороки развития] мочевой системы
93920025,врожденные нарушения проходимости почечной лоханки и врожденные аномалии мочеточника
95550025,другие врожденные аномалии [пороки развития]
96230025,"хромосомные аномалии, не классифицированные в других рубриках"
97010025,"травмы, отравления и некоторые другие последствия воздействия внешних причин"
100130025,"травмы живота, нижней части спины, поясничного отдела позвоночника и таза"
101560025,травмы плечевого пояса и плеча
102320025,другие и неуточненные травмы плечевого пояса и плеча
102360025,травмы локтя и предплечья
103210025,травмы запястья и кисти
104130025,другие и неуточненные травмы запястья и кисти
104170025,травмы области тазобедренного сустава и бедра
104860025,другие и неуточненные травмы области тазобедренного сустава и бедра
104880025,другие уточненные травмы области тазобедренного сустава и бедра
104900025,травмы колена и голени
105740025,другие и неуточненные травмы голени
105780025,травмы области голеностопного сустава и стопы
106580025,другие и неуточненные травмы голеностопного сустава и стопы
106620025,"травмы, захватывающие несколько областей тела"
106630025,"поверхностные травмы, захватывающие несколько областей тела"
106710025,"открытые раны, захватывающие несколько областей тела"
106790025,"переломы, захватывающие несколько областей тела"
107100025,"вывихи, растяжения и повреждения капсульно-связочного аппарата суставов, захватывающие несколько областей тела"
107370025,"другие травмы, захватывающие несколько областей тела, не классифицированные в других рубриках"
107490025,другие травмы позвоночника и туловища на неуточненном уровне
107620025,другие травмы верхней конечности на неуточненном уровне
107750025,другие травмы нижней конечности на неуточненном уровне
107890025,"травмы неуточненной части туловища, конечности или области тела"
107990025,последствия проникновения инородного тела через естественные отверстия
108310025,термические и химические ожоги
108500025,"термические и химические ожоги области плечевого пояса и верхней конечности, исключая запястье и кисть"
109060025,термические и химические ожоги других внутренних органов
109890025,"отравления лекарственными средствами, медикаментами и биологическими веществами"
111420025,"токсическое действие веществ, преимущественно немедицинского назначения"
112460025,другие и неуточненные эффекты воздействия внешних причин
112480025,эффекты воздействия высокой температуры и света
112600025,другие эффекты воздействия низкой температуры
113030025,некоторые ранние осложнения травмы
113040025,"некоторые ранние осложнения травм, не классифицированные в других рубриках"
113150025,"осложнения хирургических и терапевтических вмешательств, не классифицированные в других рубриках"
113160025,"осложнения, связанные с инфузией, трансфузией и лечебной инъекцией"
113260025,"осложнения процедур, не классифицированные в других рубриках"
113370025,"осложнения, связанные с сердечными и сосудистыми протезными устройствами, имплантатами и трансплантатами"
113480025,"осложнения, связанные с мочеполовыми протезными устройствами, имплантатами и трансплантатами"
113580025,"осложнения, связанные с внутренними ортопедическими протезными устройствами, имплантатами и трансплантатами"
113690025,"осложнения, связанные с другими внутренними протезными устройствами, имплантатами и трансплантатами"
113880025,"осложнения, характерные для реплантации и ампутации"
113960025,другие осложнения хирургических и терапевтических вмешательств не классифицированные в других рубриках
114070025,"последствия травм, отравлений и других воздействий внешних причин"
114080025,последствия травм головы
114170025,последствия травм шеи и туловища
114260025,последствия травм верхней конечности
114360025,последствия травм нижней конечности
114490025,последствия термических и химических ожогов и обморожений
114700025,"Злокачественные новообразования губы, полости рта и глотки"
123410025,Новообразования (список из МКБ-10 для сравнения)
115490025,Злокачественные новообразования органов пищеварения
116220025,Злокачественные новообразования органов дыхания и грудной клетки
116600025,Злокачественные новообразования костей и суставных хрящей
116760025,Меланома и другие злокачественные новообразования кожи
116990025,Злокачественные новообразования мезотелиальных и мягких тканей
117390025,Злокачественное новообразование молочной железы
117500025,Злокачественные новообразования женских половых органов
117820025,Злокачественные новообразования мужских половых органов
118010025,Злокачественные новообразования мочевых путей
118210025,"Злокачественные новообразования глаза, головного мозга и других отделов ЦНС"
118560025,Злокачественное новообразование щитовидной железы и др.эндокринных желез
118710025,"Злокачественные новообразования неточно обозначенных,вторичных и неуточненных локализаций"
119110025,"Злокачественные новообразования лимфоидной,кроветворной и родственных им тканей"
120040025,Злокачественные новообразования самостоятельных(первичных)множественных локализаций
120060025,Новообразования in situ
120740025,Доброкачественное новообразование рта и глотки
120730025,Доброкачественные новообразования
120840025,Доброкачественное новообразование больших слюнных желез
120880025,"Доброкачественное новообразование ободочной кишки, прямой кишки, заднего прохода [ануса] и анального канала"
120990025,Доброкачественные новообразования других и неточно обозначенных органов пищеварения
121090025,Доброкачественное новообразование среднего уха и органов дыхания
121150025,Доброкачественное новообразование других и неуточненных органов грудной клетки
121210025,Доброкачественное новообразование костей и суставных хрящей
121320025,Доброкачественное новообразование жировой ткани
121420025,Гемангиома и лимфангиома любой локализации
121450025,Доброкачественное новообразование мезотелиальной ткани
121500025,Доброкачественное новообразование мягких тканей забрюшинного пространства и брюшины
121530025,Другие доброкачественные новообразования соединительной и других мягких тканей
121620025,Меланоформный невус
121720025,Другие доброкачественные новообразования кожи
121820025,Доброкачественное новообразование молочной железы
121830025,лейомиома матки
151390025,болезни с наследственной предрасположенностью
177910025,инфекции родовых путей
87930025,"Другие инфекционные болезни, специфичные для перинатального периода"
177970025,грибковые инфекции органов дыхания
387840025,грибковые и бактериальные инфекции
177990025,бактериальные инфекции органов дыхания
178000025,вирусная инфекция органов дыхания
178240025,системные микозы
306000025,системные заболевания
308530025,признаки венозной недостаточности
308620025,патология венозной системы
308690025,болезни сосудистой системы
321260025,острая респираторная вирусная инфекция
333560025,биогельминтоз
338870025,гельминтоз контактный
338880025,гельминтоз природно-очаговый
338890025,гельминтозооноз
345990025,зооноз
354830025,микотоксикоз
356630025,нематодозы
359390025,офтальмогельминтоз
375690025,патологии надпочечников
19490025,отдельные патологические процессы эндокринной системы
375720025,патологии паращитовидной железы
375730025,болезни паращитовидной железы
377520025,блокада ножек пучка Гиса
378100025,микоз глаз
378200025,хронические инфекционные заболевания
387800025,острые или хронические инфекции
378210025,острые инфекционные заболевания
378220025,острые вирусные заболевания
379960025,эрозивно-язвенные поражения ЖКТ
380060025,грибковые заболевания кожи
397960025,инфекционные заболевания кожи
380440025,окклюзионные заболевания периферических сосудов
17750025,отдельные патологические процессы сердечно-сосудистой системы
381050025,тяжелое инфекционное заболевание
382430025,заболевания вестибулярного аппарата
387360025,вирусные и грибковые инфекции ушей
387370025,вирусные и грибковые инфекции глаз
387380025,вирусные инфекции слухового прохода
387760025,грибковые поражения глаз
387790025,паразитарные и инфекционные заболевания вирусной этиологии
389660025,активный и неактивный туберкулез
24780025,туберкулез
390110025,тяжелые сердечнососудистые заболевания
390290025,болезни дыхательных путей
392390025,обструктивные заболевания дыхательных путей
393390025,воспалительные заболевания кишечника
398430025,паратиф
398460025,тиф
413810025,заболевания головного мозга
415110025,интеркуррентные инфекциии
419190025,"экстрагенитальная патология, осложняющие беременность, деторождение и послеродовой период"
421340025,аутоиммунные полиэндокриннопатии
454020025,болезни мочевого пузыря
454030025,болезни уретры
454520025,врожденные аномалии [пороки развития] почек
454630025,врожденные аномалии [пороки развития] мочевого пузыря и уретры
459840025,болезни нижних дыхательных путей
460800025,антропоноз
465450025,коли-инфекция
489060025,эпидермофития
489370025,лишай
491430025,эпидермомикозы
492800025,иерсиниоз
495350025,диабет
501720025,тениидозы
501760025,акантоцефалез
501980025,трипаносомозы
502230025,краниодисплазия
94420025,"Врожденные костно-мышечные деформации головы, лица, позвоночника и грудной клетки"
506570025,клостридиоз
525030025,эупарифиозы
527390025,эхиностомозы
18700025,нарушение
6850044,ритм сердца
308570025,патология проводящей системы сердца
334590025,болезнь
350002,верхние дыхательные пути
375750025,патология
100002,сердечно-сосудистая система
1080006,кишечник
311260025,патологии щитовидной железы
1540006,щитовидная железа
479360025,нарушение проводимости
470006,сердце
19950025,нарушения возбудимости сердца
479370025,нарушение возбудимости
19960025,нарушения сердечного автоматизма
479380025,нарушение автоматизма
425910025,повышение концентрация МВ-фракция-mass креатинкиназы в крови
427520025,повышение концентрации туморнекротизирующего фактора альфа в крови
317500025,снижение концентрации общего холестерина в крови
429360025,снижение концентрации холестерина липопротеинов низкой плотности в крови
429970025,повышение концентрации неоптерина в крови
430070025,повышение концентрации перекисного окисления липидов в крови
430580025,повышение концентрации мочевой кислоты в крови
430800025,снижение концентрации глутатионпероксидазы восстановленного в крови
431150025,повышение концентрации интерлейкина 10 в крови
431240025,снижение концентрации лептина в крови
429380025,повышение концентрации С-реактивного белка в крови
2370025,диарея
2610025,запор
51000078,плодное яйцо в области шейки матки
51320078,плодное яйцо в области маточной трубы
156170025,боль острая
350025,головокружение
700025,обморок
2050025,рвота
432610025,боль внизу живота слева
51330078,плодное яйцо в области яичника
51340078,плодное яйцо в области рубца после операции кесарево сечение
51350078,свободная жидкость в брюшной полости
432600025,боль внизу живота справа
322720025,выделения из половых путей
303730025,боль при мочеиспускании
313540025,боли внизу живота
431860025,кровотечение из женских наружных половых органов
432170025,боли иррадируют в прямую кишку
432180025,боли иррадируют в ногу
66530025,аногенитальный зуд неуточненный
381880025,боль тянущая
270025,повышение температуры тела
