id_symptoms,name_symptoms
18340025,нарушения ритма дыхания
427450025,повышение концентрации липопротеина (а)  в крови
328210025,ангиопатия сетчатки гипертоническая
429380025,повышение концентрации С-реактивного белка в крови
431390025,сглаженность носогубной складки
427540025,повышение концентрации матриксной металопротеиназы-9 в крови 
427680025,повышение концентрации интерлейкина 1 в крови
427520025,повышение концентрации туморнекротизирующего фактора альфа в крови
427320025,повышение концентрации интерлейкина 6 в крови
431250025,гематома головного мозга
430840025,снижение концентрации коэнзима Q10 в крови
54090078,кожные покровы бледные
437890025,напряжение перикраниальных мышц
433500025,нарушение функций вегетативной нервной системы
313560025,гипергидроз ладоней
5110025,зевота
42510025,сонливость
126520025,бледность лица
186500025,гиперемия конъюнктивы
412270025,повышение АД
56480025,синдром Рейно
394800025,симптом Хвостека
408160025,настроение снижено
480370025,снижение концентрации внимания
419120025,повышение аппетита
437880025,спазм мышц шеи
3370025,фотофобия
407990025,фонофобия
437900025,осмофобия
427870025,острая коронарная недостаточность
425910025,повышение концентрация МВ-фракция-mass креатинкиназы в крови
640138,Сирингомиелия
680138,Грипп у детей
423780025,инсульт гемодинамический 
55480025,субарахноидальное кровоизлияние
44960025,болезнь Паркинсона
414270025,антифосфолипидный синдром
427490025,повышение концентрации мозгового натрийуретического гормона в крови
428140025,повышение концентрации эндотелиальной синтазы оксида азота в крови
429850025,повышение концентрации 8-изопростана в крови
429670025,повышение концентрации супероксиддисмутаза в крови
429970025,повышение концентрации неоптерина в крови
428410025,повышение концентрации антител к миелопероксидазы IgG в крови 
430540025,снижение концентрации аскорбиновой кислоты в крови 
430930025,повышение концентрации тканевого ингибитора металлопротеиназы-2 в крови
430920025,повышение концентрации тканевого ингибитора металлопротеиназы-1 в крови
431080025,повышение концентрации липокаина-2 в крови
431770025,повышение концентрации уротензина II в крови
56020025,церебральный атеросклероз
55730025,ишемический инсульт
45470025,рассеянный склероз
368640025,судорога тоническая
368560025,судорога клоническая
12940025,крик
386360025,потеря сознания
6100025,мышечные подергивания
6030025,цианоз
20060025,гиперсаливация
61520025,прикусывание щеки и губ
18330025,отсутствие дыхания
149300025,чувство ранее виденного
13420025,парестезия
13720025,парагевзия
12260025,слуховые галлюцинации
12760025,страх
12840025,эйфория
417330025,ощущение сердцебиения
53570025,стенокардия
141080025,боль в животе
395290025,усиленная перистальтика 
129580025,сухость во рту
350025,головокружение
13450025,анормальные непроизвольные движения
123840025,боль в груди
421180025,аура сенситивная
421190025,аура сенсорная
421200025,аура эпигастральная
421140025,аура обонятельная
421150025,аура психическая
421160025,аура психосенсорная
421170025,аура речедвигательная
319690025,обонятельные галлюцинации
421210025,галлюцинации зрительные простые
421220025,галлюцинации зрительные сложные
2790025,слепота
46120025,расстройства сна
305070025,повышенная раздражительность
421040025,аура
421050025,аура слуховая
19990025,нарушения аппетита
421100025,аура моторная
421110025,аура зрительная
421130025,аура кардиальная
421060025,аура вегетативная
421070025,аура вестибулярная
421080025,аура висцеральная
421090025,аура вкусовая
1600025,пенистая с кровью
198200025,мокрота
1980138,Ишемический инсульт: злокачественный инфаркт в бассейне средней мозговой артерии
423460025,острая гипертоническая энцефалопатия
158870025,гипотиреоз
429430025,повышение концентрации кластерина в крови
13390025,нарушение кожной чувствительности
13400025,анестезия
408450025,образование полости в спинном мозге
408890025,увеличение объема спинного мозга в поперечнике
408630025,сирингобульбия
4520025,затруднение глотания
420190025,трещина кожи
19200025,рана
180710025,мозжечковая атаксия 
6190025,боль
13960025,нарушения голоса
46160025,апноэ во сне
1720025,нарушения ритма сердца
90230025,гидромиелия
3300025,диплопия
408590025,нарушение чёткости видения
408600025,ограничение полей зрения
306040025,нарушение зрения
408580025,ретроорбитальные боли
3350025,фотопсии
144080025,атрофия мышц
397920025,патология кожи
307540025,гиперкератоз
194010025,нарушение равновесия тела
3760025,шум в ушах
408470025,снижение температурной чувствительности
15540025,дизестезия
52400025,нарушения вестибулярной функции
144020025,носовое кровотечение
180680025,мелкоточечная сыпь
304200025,петехиальные высыпания
21730025,синдром геморрагический
11880025,гематурия
34290025,диссеминированное внутрисосудистое свертывание [синдром дефибринации]
13190025,кровохарканье
123620025,боль в глазном яблоке
65230025,рвота кровавая 
74100025,миалгия
16300025,катаральное воспаление
144070025,артралгия
400860025,синдром интоксикации
17880025,геморрагия
12210025,галлюцинации
12410025,бредовые идеи
57600025,назофарингит
369420025,трахеит
320025,озноб
2030025,тошнота
13480025,судороги
970138,Геморрагический инсульт у беременных
393720025,многократная рвота
396310025,однократная рвота
321290025,шум в голове
430490025,боль в лопаточной области
195970025,боль в ноге
308760025,высокий уровень систолического артериального давления
429690025,увеличение диастолического артериального давления
140780025,боль в области шеи
142860025,боль в глазу
333830025,блефароптоз
430550025,нарушение движение глазного яблока
382180025,боль в лобной области
367900025,скотома центральная
18300025,брадипноэ
418500025,припадок эпилептический
420100025, дисфункция вегетативной нервной системы
1710025,учащенное сердцебиение
339280025,гемианопсия битемпоральная
376570025,абулия
430730025,парапарез нижний
193830025,синдром Валленберга-Захарченко 
330025,холодный пот
392060025,очаговые неврологические нарушения
128470025,гиперемия лица
179760025,симптом Бабинского
1240077,группировка признаков с условием - И
394860025,психические нарушения
424220025,парез ноги
430700025,парез 3 пары черепно-мозговых нервов
47600025,гемиплегия
430070025,повышение концентрации перекисного окисления липидов в крови
431180025,снижение концентрации интерлейкина 6 в крови
36950078,кожные покровы сухие
198020025,ортостатическая гипотензия
433510025,расстройство терморегуляции
340850025,себорея
11970025,ишурия
433520025,криз вегетативный
2610025,запор
345160025,дрожание паркинсоническое
433460025,пропульсия
345110025,дрожание интенционное
433440025,постуральный тремор
13510025,походка атактическая
51150025,нарушения аккомодации
3400025,блефароспазм
433470025,латеропульсия
433480025,ретропульсия
433490025,феномен «истощаемости» 
421990025,падение при нарушении координации
433330025,кинезия парадоксальная
321600025,походка шаркающая
142320025,боль в спине
433290025,гемипаркинсонизм
433300025,микрография
433310025,"феномен ""застывания"""
433320025,симптом воздушной подушки
9830025,симптом «зубчатого колеса»
433420025,поза сгибательная
321680025,боль в плечевом суставе
433350025,"симптом ""свинцовой трубки"""
419780025,брадикинезия
319470025,ахейрокинез
433270025,речь монотонная
433280025,речь с наклонностью к затуханию в конце фразы
319490025,гипомимия
433230025,лицо маскообразное
433240025,урежение мигательных движений век
5810025,брадилалия
433580025,психоз дофаминовый
1330025,спутанность сознания
145560025,иллюзии
4850025,инсомния
13680025,сомнолентность
420850025,парасомния
12250025,зрительные галлюцинации
364200025,псевдогаллюцинации зрительные
433590025,психоз паранойяльный 
419110025,когнитивное нарушение
39750025,деменция при болезни Паркинсона
13000025,депрессия
6120025,жжение
408480025,онемение 
12310025,замедленное мышление
433550025,брадифрения
195250025,психоз
12480025,нарушения степени активности памяти
13940025,агнозия
433530025,акайрия
428430025,повышение концентрации антител к кардиолипину IgМ в крови
428420025,повышение концентрации антител к кардиолипину IgG в крови
14510025,"отклонение от ноpмы,выявленные пpи иммунологических исследованиях"
190100025,тромбоз легочных вен
308890025,тромбоцитопения
361120025,перикардит
375530025,аборт ранний
443650025,образование волчаночного антикоагулянта 
443640025,образование антифосфолипидных антител
356850025,нефропатия
423000025,транзиторная ишемическая атака
18500025,инфаркт миокарда
379120025,тромбоз глубоких вен
16140025,тромбоз
198450025,артериальный тромбоз
378120025,венозный тромбоз
428470025,повреждение клапанов сердца
443730025,некроз кожи пальцев ног
197530025,острое нарушение мозгового кровообращения
71500025,синдром Такаясу
126760025,высыпания в области нижних конечностей
11900025,протеинурия
77100025,острая почечная недостаточность
418400025,хорея
81870025,эклампсия
378130025,преэклампсия
177920025,внутриутробная гибель плода
83580025,преждевременные роды
415450025,очень ранние преждевременные роды
411280025,синдром задержки  роста плода
12900025,лабильность эмоциональная
423790025,постепенное начало заболевания
529240025,клинически латентный период церебрального атеросклероза
21850025,синдром астенический
412120025,сонливость днём
181040025,повышенная утомляемость
319710025,гипомнезия
319720025,внимание снижено
529310025,период хронической артериальной окклюзии
414480025,нарушение координации
8930025,синдром акинетико-ригидный
316250025,тремор головы
457070025,амблиопия
401740025,снижение работоспособности
193990025,синдром псевдобульбарный
482070025,психосиндром органический
700025,обморок
303810025,рефлексы орального автоматизма
529250025,период неспецифических клинических проявлений церебрального атеросклероза
407700025,тревога
180750025,лабиринтная атаксия
194820025,тремор пальцев рук
454530025,мнительность
423980025,синдром окулопирамидный
424000025,гемигипестезия
423910025,нарушение зрения на левый глаз
423920025,нарушение зрения на правый глаз
414630025,отсутствие зрения на правый глаз
414640025,отсутствие зрения на левый глаз
325450025,агнозия пространственная
423850025,брахиофациальный гемипарез
423870025,монопарез правой руки
423880025,монопарез левой руки
423800025,развитие заболевания ночью
423810025,развитие заболевания утром
13930025,алексия
4310025,дисграфия
193260025,акалькулия
424230025,паралич центральный лица
424240025,паралич центральный языка
2740025,икота
22830025,синдром Фовилля
339310025,гемианопсия гомонимная
418470025,парез взора
479620025,вспоминания ложные 
12570025,конфабуляции
13950025,апраксия
330290025,апраксия ходьбы
331310025,атаксия лобная
10430025,симптом Кохановского
193220025,астазия
355910025,мутизм акинетический
424100025,парез стоп
424110025,апраксия левосторонняя
78060025,недержание мочи
194400025,рефлекс хватательный
179670025,рефлекс хоботковый
424040025,монопарез ноги
416070025,нарушение чувствительности конечности
4760025,нарушение акта дефекации
424050025,снижение мотивации
149680025,персеверация
179700025,рефлекс ладонно-подбородочный
179680025,рефлекс сосательный
179660025,рефлекс назолабиальный
12530025,амнезия
434230025,гиперкинез
23600025,синдром Дежерина-Русси
22870025,синдром Фуа
187760025,синдром амнестический
23620025,синдром Клода 
344300025,дизартрия псевдобульбарная
22500025,синдром Мильяр-Гублера
23640025,синдром Парино
434340025,гемибаллизм
180800025,амнестическая афазия
188110025,зрительная агнозия
424270025,гемианопсия верхнеквадрантная 
148890025,искажение восприятия реально существующих предметов
428130025,повышение концентрации растворимых форм лиганда CD40 (sCD40L) в крови
428030025,увеличение концентрации липопротеин-ассоциированный фосфолипазы А 2 в крови
428610025,повышение концентрации тканевого активатора плазминогена в крови
430360025,повышение уровня активности фактора свертывание II в крови
431160025,снижение концентрации интерлейкина 10 в крови
431070025,повышение концентрации матриксной металлопротеиназы-1 в крови 
431490025,повышение концентрации средне-регионального проадреномедуллина в крови
177830025,нарушение ходьбы
428620025,повышение концентрации молекулы адгезии клеток сосудов 1-го типа в крови
430870025,повышение концентрации малонового диальдегида в крови
439250025,нарушение болевой чувствительности
439260025,нарушение температурной чувствительности
434890025,нарушение поверхностной чувствительности
13410025,гипестезия
439230025,снижение поверхностных брюшных рефлексов
45110025,дистония
439240025,нарушение чувствительности по проводниковому типу
180700025,сенситивная атаксия
321890025,клонусы стоп
439270025,насильственный смех
439280025,насильственный плач
179620025,гиперрефлексия
179650025,патологические рефлексы
423860025,монопарез
430710025,парапарез
10480025,симптом Лермитта
439510025,феномен Утхоффа
439470025,нарушение глубокой чувствительности
439480025,нарушение вибрационной чувствительности
400680025, императивные позывы к мочеиспусканию
311800025,увеличение частоты мочеиспускания
2900025,выпадение полей зрения
423320025,кратковременное снижение зрения на один глаз 
306600025,дисменорея
439490025,снижение интеллекта
439500025,нарушение поведения
177540025,нарушение функции половой системы
5160025,эректильная дисфункция
439330025,косоглазие
439310025,титубация
439450025,парез лицевого нерва
387270025,изменение полей зрения
357000025,нистагм горизонтально-ротаторный
357110025,нистагм монокулярный
46220025,невралгия тройничного нерва
194020025,гиперметрия
194070025,асинергия
439300025,дисметрия
180730025,динамическая атаксия
194080025,статическая атаксия
344280025,дизартрия мозжечковая
434380025,адиадохокинез
194090025,мегалография
194030025,пальце-носовую пробу выполняет с мимопопаданием
321800025,коленно-пяточная проба выполняется с промахиванием
431550025,проба коленно-пяточная 
431640025,проба пальце-носовая 
438950025,повышение концентрации иммуноглобулинов класса G в ликворе
140790025,боль за грудиной
124010025,боль в области сердца
1700025,чувство нехватки воздуха
132590025,жжение области сердца
142690025,жжение за грудиной
124290025,боль в левой лопаточной области
124620025,боль в левом плече
384550025,повышение концентрации аспартатаминотрансферазы в крови
426410025,повышение концентрации миоглобина в крови
427470025,повышение концентрации изофермента лактодегидрогеназы-1 в крови
428910025,повышение концентрации гликогенфосфорилазы изофермента BB в крови
428840025,"повышение концентрации плазменного протеина-А, ассоциированный с беременностью в крови"
430910025,снижение концентрации салусина-α в крови
431790025,повышение концентрации катестатина в крови
414720025,симптомы пирамидной недостаточности
413800025,снижение бодрствования
46150025,нарушения цикличности сна и бодрствования
416080025,дислокация мозга
416060025,нарушение движения конечностей
416050025,парез конечности
5800025,заторможенность
345150025,дрожание ознобоподобное
393990025,выраженное беспокойство
51210025,субъективные зрительные расстройства
195590025,резкое повышение АД
397040025,сильные головные боли
386370025,одышка
4980025,прибавка веса
5230025,алопеция
416500025,гиперкератоз локтевой области
21820025,синдром апатический
129690025,отек лица
416460025,сухость кожных покровов в локтевой области
416470025,сухость кожных покровов в области кисти
416480025,сухость кожных покровов в области голени
416490025,сухость кожных покровов в области стоп
427410025,повышение концентрации аполипопротеина А1 в крови
427430025,повышение концентрации аполипопротеина В в крови
427380025,повышение концентрации гомоцистеина в крови
428970025,повышение концентрации триглицеридов в крови
317490025,повышение концентрации общего холестерина в крови
429460025,снижение концентрации липопротеина липазы в крови
429280025,повышение концентрации холестерина липопротеинов низкой плотности в крови
430580025,повышение концентрации мочевой кислоты в крови
431010025,снижение концентрации остеокальцина в крови
431230025,повышение концентрации лептина в крови
427550025,повышение концентрации предсердного натрийуретического пептида в крови
430440025,повышение концентрации D-димера в крови
8970138,КР 587. Почечная колика
505910025,снижение уровня антитромбина III в крови
430240025,снижение уровня активности фактора свёртывания VII в крови
430370025,повышение концентрации фибриногена в крови
384570025,снижение аппетита
430620025,снижение концентрации мочевой кислоты в крови
720025,внезапная и кратковременная потеря сознания (от нескольких секунд до нескольких минут)
730025,внезапная и продолжительная потеря сознания
630138,Головная боль напряжения (ГБН) у взрослых
1080138,Болезнь Гентингтона
62650025,грыжа паховая
342540025,грыжа белой линии
62720025,грыжа бедренная
342870025,грыжа паховая прямая
342850025,грыжа паховая косая
340020025,грыжа бедренная мышечно-лакунарная
342880025,грыжа пахово-мошоночная
80610025,женское бесплодие
426820025,повышение концентрации тропонина I в крови
313540025,боли внизу живота
124400025,боль в поясничной области
322720025,выделения из половых путей
12930078,матка в гипертонусе
422980025,гипертермия выше 38°С
83690025,дискоординация родовой деятельности
431860025,кровотечение из женских наружных половых органов
51100078,дефанс мышц передней брюшной стенки
9980078,задержка менструации
51130078,эмбрион не визуализируется
22710025,синдром общемозговых расстройств
128190025,парастезия правой кисти
423240025,парестезия правой половины лица
414380025,нарушение чувствительности 
188140025,слуховая агнозия
423350025,парестезия околоносовой области
423360025,парестезия ротовой области
423370025,синдром Унтерхарншейдта 
312360025,головокружение системное
3140025,затуманивание зрения (со слов пациента)
423280025,парестезия левой половины лица
142240025,нарушение двигательных функций
423250025,слабость правой кисти
423260025,слабость отдельных пальцев правой кисти
423270025,слабость правой стопы
423310025,слабость левой стопы
128020025,парастезия левой кисти
423290025,слабость левой кисти
423300025,слабость отдельных пальцев левой кисти
442200025,афазия в течении менее 24 часов
442210025,сильная головная боль в течении менее 24 часов
441980025,слабость в правой ноге в течении менее 24 часов
442070025,парестезия в левой руке в течении менее 24 часов
442080025,парестезия в правой ноге в течении менее 24 часов
442090025,парестезия в левой ноге в течении менее 24 часов
441990025,слабость в левой ноге в течении менее 24 часов
442000025,слабость в левой руке в течении менее 24 часов
442010025,слабость в правой руке в течении менее 24 часов
442060025,парестезия в правой руке в течении менее 24 часов
14960025,мышечная слабость
126470025,бледность нижних конечностей
137390025,снижение систолической функции ЛЖ
137330025,застой в малом круге кровообращения
312190025,венозный застой в легких
172740025,уменьшение систолического артериального давления
137380025,диастолическая дисфункция ЛЖ
5620025,бледность общая
197000025,болевой синдром при инфаркте миокарда
196980025,Резорбционный некротический синдром
196990025,ЭКГ признаки острого инфаркта миокарда
24030025,кардиогенный шок
384540025,повышение концентрации аланинаминотрансферазы в крови
426830025,повышение концентрации тропонина Т в крови
430420025,повышение уровня антитромбина III в крови
427760025,повышение концентрации тропомиозина в крови 
427710025,повышение концентрации фибронектина в крови
427660025,повышение концентрации интерлейкина 8 в крови
427420025,понижение концентрации аполипопротеина А1 в крови
427560025,повышение концентрации эндотелина-1 в крови
427400025,увеличение концентрации кардиопротеина связывающий свободные жирные кислоты в крови 
428950025,повышение концентрации белка сывороточного амилоида А в крови 
429440025,повышение концентрации липопротеина липазы в крови
429840025,снижение концентрации антител против окисленных липопротеидов низкой плотности в крови
430510025,снижение концентрации токоферола в крови
431050025,повышение концентрации остеопонтина в крови
431300025,повышение концентрации интерферона гамма-индуцированного белка 10 в крови
431780025,повышение концентрация кардиотропина-1 в крови
431740025,повышение концентрации цистатина С в крови 
6930138,Преждевременные роды
428360025,повышение концентрации sЕ-селектина в крови
428890025,снижение концентрации антигена фактора Виллебранда в крови
428960025,повышение концентрации тромбоксана А2 в крови
429490025,повышение концентрации 13-гидрокси-октадекапентаеновой кислоты в крови
429520025,повышение концентрации Р-селектин-опосредованной адгезии в крови
428810025,повышение концентрации тромбоспондина-2 в крови
431190025,повышение концентрации фактор роста фибробластов 23 в крови
428870025,повышение концентрации плацентарного фактора роста в крови
1460138,Ишемический инсульт: злокачественный инфаркт мозжечка
427570025,повышение концентрации асимметричного диметиларгинина в крови
570138,Миокардиты
39360025,увеличение концентрация ионов калия в крови
318860025,лейкоцитоз
432060025,повышение концентрации мочевины в крови
432070025,повышение концентрации креатинина в крови
381980025,повышение уровня СОЭ в крови
435010025,повышение концентрации общего белка в моче
432110025,повышение количества лейкоцитов в осадке мочи
436050025,увеличение числа цилиндров в осадке мочи 
436060025,увеличение числа зернистых цилиндров в осадке мочи
436070025,увеличение числа почечного эпителия в осадке мочи
436080025,увеличение числа эпителиальных цилиндров в осадке мочи
436250025,снижение концентрации хлора в крови
197570025,метаболический ацидоз
304940025,снижение абсолютного содержание эритроцитов в крови
14440025,гемоглобинурия
11860025,цилиндрурия
436240025,повышение концентрации фосфора в крови
317010025,снижение концентрация кальция общего в крови
311540025,снижение относительного содержания количества моноцитов в крови
436260025,снижение относительного содержания эозинофилов в крови
432160025,удлинение времени свертываемости крови (по Дуке)
173000025,снижение уровня гематокрита в крови
436120025,снижение концентрации натрия в крови
436130025,повышение концентрации аммиака в крови 
436140025,повышение концентрации эритроцитов в моче
436110025,повышение концентрации молекулы повреждения почек 1 в моче
428260025,повышение концентрации интерлейкина 18 в крови
436030025,дизэлектролитемия
197600025,гипокальциемия
400200025,гипермагниемия
400310025,снижение относительной плотности мочи
400390025,эритроцитурия
383330025,азотемия
318950025,олигурия
436100025,повышение концентрации печеночной формы белка связывающего жирные кислоты в крови
435300025,снижение уровня бикарбоната крови
416720025,снижение скорости клубочковой фильтрации
436090025,снижение осмолярности мочи
395990025,гипергидратация
432040025,повышение концентрации общего билирубина в крови
436350025,повышение концентрации липокаина-2 в моче
436360025,повышение концентрации матриксной металлопротеиназы-9 в моче
436370025,повышение концентрация цистатина С в моче
436330025,повышение концентрации α1-микроглобулина в крови
436340025,повышение концентрации α1-микроглобулина в моче
436290025,повышение концентрации билирубина в моче
436300025,повышение концентрации креатинина в моче
436270025,повышение концентрации продуктов деградации фибриногена в крови
436280025,повышение концентрация N-ацетил-β-d-глюкозаминидазы в моча
436310025,повышение количества дисморфных эритроцитов в осадке мочи
432050025,снижение концентрации альбумина в крови
432130025,повышение концентрации альфа-2-макроглобулина в крови
436320025,повышение концентрации ретинол-связывающий белок в моче
436520025,повышение концентрации ангиотензина II в крови
429820025,повышение концентрации антител против окисленных липопротеидов низкой плотности в крови
431710025,повышение концентрации релаксина-2 в крови
83180025,признаки внутриутробной гипоксии плода
59830025,респираторный дистресс-синдром
422610025,уменьшение размера
53100078,изменение соотношения длины бедра и окружности живота 
53110078,изменение отношения окружности головки к окружности живота
422600025,плацентарная недостаточность хроническая
53070078,изменения высоты дня матки
422650025,маловодие
422640025,преждевременное созревание плаценты
422470025,нарушение маточно-плацентарного кровотока
19870025,правожелудочковая сердечная недостаточность
11510025,общие нарушения при менструации
432170025,боли иррадируют в прямую кишку
5400025,ватные ноги
435110025,отёки кожи век
435120025,отёки лица
381880025,боль тянущая
191890025,умеренное кровотечение (до 200 мл)
191900025,сильное кровотечение (более 200 мл)
303730025,боль при мочеиспускании
156170025,боль острая
432600025,боль внизу живота справа
432610025,боль внизу живота слева
51340078,плодное яйцо в области рубца после операции кесарево сечение
432580025,незначительное кровотечение бурого цвета
432180025,боли иррадируют в ногу
50990078,плодное яйцо в полости матки
51000078,плодное яйцо в области шейки матки
51320078,плодное яйцо в области маточной трубы
51330078,плодное яйцо в области яичника
