id_diagnosis,name_diagnosis,id_symptoms,name_symptoms
349750025,кокцидиоз,398580025,жидкий стул
349750025,кокцидиоз,270025,повышение температуры тела
349750025,кокцидиоз,1390025,слабость общая
349750025,кокцидиоз,140960025,головная боль
349750025,кокцидиоз,329040025,анемия гипохромная
349750025,кокцидиоз,400860025,синдром интоксикации
349750025,кокцидиоз,1230077,группировка признаков с условием - ИЛИ
349750025,кокцидиоз,2370025,диарея
57890025,грипп,384480025,вирусные инфекционные заболевания
57890025,грипп,13570025,менингизм
57890025,грипп,1420025,ринит
57890025,грипп,143340025,боль в горле
57890025,грипп,191080025,першение в горле
57890025,грипп,123620025,боль в глазном яблоке
57890025,грипп,15030025,гипотония
57890025,грипп,2030025,тошнота
57890025,грипп,2050025,рвота
57890025,грипп,180660025,гиперемия дужек
57890025,грипп,191210025,отек дужек
57890025,грипп,191220025,гиперемия небной миндалины
57890025,грипп,191190025,зернистость задней стенки глотки
57890025,грипп,1430025,кашель
57890025,грипп,140790025,боль за грудиной
57890025,грипп,54090078,кожные покровы бледные
57890025,грипп,191240025,гиперемия щечной области
57890025,грипп,320025,озноб
57890025,грипп,270025,повышение температуры тела
57890025,грипп,310025,пиретическая
57890025,грипп,144070025,артралгия
57890025,грипп,140960025,головная боль
57890025,грипп,15230025,гектическая лихорадка
57890025,грипп,400860025,синдром интоксикации
57890025,грипп,1390025,слабость общая
57890025,грипп,191230025,гиперемия задней стенки глотки
57890025,грипп,429970025,повышение концентрации неоптерина в крови
32330025,анкилостомидоз,356630025,нематодозы
32330025,анкилостомидоз,498420025,задержка умственного развития
32330025,анкилостомидоз,495180025,задержка физического развития
32330025,анкилостомидоз,412660025,аменорея
32330025,анкилостомидоз,437070025,увеличение относительного содержания эозинофилов в крови
32330025,анкилостомидоз,180370025,кровь в стуле
32330025,анкилостомидоз,141080025,боль в животе
32330025,анкилостомидоз,393670025,гипоальбуминемия
32330025,анкилостомидоз,124070025,боль в эпигастральной области
32330025,анкилостомидоз,2030025,тошнота
32330025,анкилостомидоз,2050025,рвота
32330025,анкилостомидоз,6080025,отек
32330025,анкилостомидоз,140910025,высыпания на коже
32330025,анкилостомидоз,181200025,папулезные высыпания
32330025,анкилостомидоз,181250025,пустулезные высыпания
32330025,анкилостомидоз,33420025,железодефицитная анемия
32330025,анкилостомидоз,492830025,диспепсия
32330025,анкилостомидоз,395770025,аллергические реакции
32330025,анкилостомидоз,1430025,кашель
32330025,анкилостомидоз,142310025,боль в грудной клетке
32330025,анкилостомидоз,13980025,афония
32330025,анкилостомидоз,187840025,эритема
32330025,анкилостомидоз,1230077,группировка признаков с условием - ИЛИ
32330025,анкилостомидоз,466980025,гипохромия эритроцитов
24780025,туберкулез,384630025,бактериальные инфекционные заболевания
24780025,туберкулез,428330025,повышение концентрации моноцитарного хемотаксического протеина-1 в крови
24780025,туберкулез,429380025,повышение концентрации С-реактивного белка в крови
24780025,туберкулез,429970025,повышение концентрации неоптерина в крови
24780025,туберкулез,430580025,повышение концентрации мочевой кислоты в крови
515580025,синдром Мельника-Нидлса,436470025,наследственные заболевания
425670025,столбняк,506570025,клостридиоз
425670025,столбняк,13560025,тетания
425670025,столбняк,6100025,мышечные подергивания
425670025,столбняк,425540025,повышение концентрации креатинкиназы в крови
425670025,столбняк,74100025,миалгия
425670025,столбняк,270025,повышение температуры тела
425670025,столбняк,509730025,затруднение при открывании рта
425670025,столбняк,509740025,невозможность размыкания зубов
425670025,столбняк,4520025,затруднение глотания
425670025,столбняк,396550025,боль в области раны
425670025,столбняк,4500025,дисфагия
425670025,столбняк,322470025,ригидность
425670025,столбняк,509760025,тоническое напряжение мышц
425670025,столбняк,4850025,инсомния
425670025,столбняк,394790025,тризм
425670025,столбняк,472190025,сардонический смех
425670025,столбняк,440540025,ларингоспазм
425670025,столбняк,436800025,снижение концентрации глюкозы натощак в крови
425670025,столбняк,505850025,лейкоцитоз нейтрофильный
425670025,столбняк,178760025,анэозинофилия
425670025,столбняк,436040025,увеличение относительной плотности мочи
425670025,столбняк,142750025,тахикардия
425670025,столбняк,4780025,затруднение при дефекации
425670025,столбняк,11980025,затруднение мочеиспускания
425670025,столбняк,14970025,дегидратация
425670025,столбняк,509870025,креатинемия
425670025,столбняк,475740025,нарушение водно-электролитного баланса
425670025,столбняк,432100025,снижение концентрации общего белка в крови
425670025,столбняк,429100025,липемия
425670025,столбняк,435010025,повышение концентрации общего белка в моче
425670025,столбняк,197570025,метаболический ацидоз
425670025,столбняк,509860025,снижение щелочных резервов в крови
425670025,столбняк,383330025,азотемия
425670025,столбняк,509770025,опистотонус
425670025,столбняк,509780025,эмпростотонус
425670025,столбняк,509790025,плевростотонус
425670025,столбняк,509800025,синдром мышечной скованности
425670025,столбняк,112730025,удушье
425670025,столбняк,4960025,потливость
425670025,столбняк,20060025,гиперсаливация
425670025,столбняк,18090025,артериальная гипертензия
162650025,нейрофиброматоз,158600025,промежуточные новообразования
45590025,концентрический склероз [Бало],45530025,другие демиелинизирующие болезни центральной нервной системы
28550025,москитная лихорадка,28530025,"другие вирусные лихорадки, передаваемые членистоногими"
32320025,трихинеллез,356630025,нематодозы
32320025,трихинеллез,425910025,повышение концентрация МВ-фракция-mass креатинкиназы в крови
32320025,трихинеллез,425540025,повышение концентрации креатинкиназы в крови
32320025,трихинеллез,436140025,повышение концентрации эритроцитов в моче
32320025,трихинеллез,432100025,снижение концентрации общего белка в крови
32320025,трихинеллез,270025,повышение температуры тела
32320025,трихинеллез,2370025,диарея
32320025,трихинеллез,497710025,периорбитальный отек
32320025,трихинеллез,74100025,миалгия
32320025,трихинеллез,437070025,увеличение относительного содержания эозинофилов в крови
32320025,трихинеллез,381980025,повышение уровня СОЭ в крови
32320025,трихинеллез,318950025,олигурия
32320025,трихинеллез,11900025,протеинурия
32320025,трихинеллез,494430025,гиперэозинофилия
32320025,трихинеллез,140910025,высыпания на коже
32320025,трихинеллез,318860025,лейкоцитоз
178260025,синдром приобретённого иммунного дефицита,178250025, иммунодефицитные состояния
178260025,синдром приобретённого иммунного дефицита,427690025,снижение концентрации туморнекротизирующего фактора альфа в крови
178260025,синдром приобретённого иммунного дефицита,428330025,повышение концентрации моноцитарного хемотаксического протеина-1 в крови
396220025,плевропневмония,317330025,пневмония
325960025,болезнь Деркума,463040025,болезни подкожно-жировой клетчатки
376780025,агамонематодозы,356630025,нематодозы
507680025,аутоинтоксикация,400860025,синдром интоксикации
31700025,пневмоцистоз,31290025,протозойные болезни
31700025,пневмоцистоз,13260025,плеврит
31700025,пневмоцистоз,1240077,группировка признаков с условием - И
31700025,пневмоцистоз,504330025,увеличение количество лейкоцитов в мокроте
31700025,пневмоцистоз,12580025,нарушение сознания
31700025,пневмоцистоз,504270025,гипоксемия
31700025,пневмоцистоз,197630025,гипокапния
31700025,пневмоцистоз,504300025,увеличение альвеолярно-артериальный градиент кислорода
31700025,пневмоцистоз,142310025,боль в грудной клетке
31700025,пневмоцистоз,4960025,потливость
31700025,пневмоцистоз,178750025,лейкопения
31700025,пневмоцистоз,351820025,ларингит
31700025,пневмоцистоз,23480025,синдром Астматический
31700025,пневмоцистоз,352240025,моноцитоз
31700025,пневмоцистоз,178780025,лимфоцитоз
31700025,пневмоцистоз,376430025,гиперкреатинемия
31700025,пневмоцистоз,18420025,дыхательная недостаточность
31700025,пневмоцистоз,372080025,шок инфекционно-токсический
31700025,пневмоцистоз,34290025,диссеминированное внутрисосудистое свертывание [синдром дефибринации]
31700025,пневмоцистоз,318860025,лейкоцитоз
31700025,пневмоцистоз,1230077,группировка признаков с условием - ИЛИ
31700025,пневмоцистоз,381980025,повышение уровня СОЭ в крови
31700025,пневмоцистоз,432060025,повышение концентрации мочевины в крови
31700025,пневмоцистоз,6030025,цианоз
31700025,пневмоцистоз,386370025,одышка
31700025,пневмоцистоз,143190025,тахипноэ
31700025,пневмоцистоз,198160025,сухой кашель
52500025,лабиринтит,16090025,воспаление
52500025,лабиринтит,4370006,перепончатый лабиринт
52500025,лабиринтит,52490025,другие болезни внутреннего уха
31470025,лейшманиоз,31290025,протозойные болезни
63000025,болезнь Крона ,393390025,воспалительные заболевания кишечника
63000025,болезнь Крона ,570138,Миокардиты
63000025,болезнь Крона ,418430025,трещина перианальной области
63000025,болезнь Крона ,418440025,трещина прямой кишки
63000025,болезнь Крона ,418450025,свищ перианальной области
63000025,болезнь Крона ,418460025,свищ прямой кишки
63000025,болезнь Крона ,417560025,язвенный дефект на коже голени
63000025,болезнь Крона ,418480025,отделяемое из прямой кишки
63000025,болезнь Крона ,313280025,гиперемия кожи голени
63000025,болезнь Крона ,417570025,уплотнение кожи голени
63000025,болезнь Крона ,124120025,боль в правой подвздошной области
63000025,болезнь Крона ,144070025,артралгия
63000025,болезнь Крона ,2370025,диарея
63000025,болезнь Крона ,2030025,тошнота
63000025,болезнь Крона ,270025,повышение температуры тела
63000025,болезнь Крона ,4970025,похудание
63000025,болезнь Крона ,427320025,повышение концентрации интерлейкина 6 в крови
63000025,болезнь Крона ,430510025,снижение концентрации токоферола в крови
63000025,болезнь Крона ,431500025,повышение концентрации хромогранина А в крови
343490025,демодикоз,32830025,другие инфестации
340370025,гингивостоматит,60910025,гингивит и болезни пародонта
486500025,токсокароз,356630025,нематодозы
507620025,атавизм,89790025,"врожденные аномалии (пороки развития), деформации и хромосомные нарушения"
32420025,стронгилоидоз,356630025,нематодозы
32420025,стронгилоидоз,494430025,гиперэозинофилия
32420025,стронгилоидоз,318860025,лейкоцитоз
32420025,стронгилоидоз,381980025,повышение уровня СОЭ в крови
32420025,стронгилоидоз,391780025,тяжелая анемия
32420025,стронгилоидоз,304570025,гипертермия субфебрильная
32420025,стронгилоидоз,140910025,высыпания на коже
32420025,стронгилоидоз,143360025,гепатомегалия
32420025,стронгилоидоз,143370025,спленомегалия
32420025,стронгилоидоз,14130025,кахексия
32420025,стронгилоидоз,67020025,крапивница
32420025,стронгилоидоз,181200025,папулезные высыпания
32420025,стронгилоидоз,346690025,инфильтрат эозинофильный
32420025,стронгилоидоз,270025,повышение температуры тела
32420025,стронгилоидоз,143720025,кожный зуд
32420025,стронгилоидоз,2370025,диарея
32420025,стронгилоидоз,395770025,аллергические реакции
32420025,стронгилоидоз,2050025,рвота
32420025,стронгилоидоз,1390025,слабость общая
32420025,стронгилоидоз,2030025,тошнота
32420025,стронгилоидоз,124070025,боль в эпигастральной области
32420025,стронгилоидоз,1240077,группировка признаков с условием - И
32420025,стронгилоидоз,2610025,запор
32180025,гименолепидоз,32170025,"другие инвазии, вызванные цестодами"
32180025,гименолепидоз,501550025,синдром абдоминальный болевой
32180025,гименолепидоз,2030025,тошнота
32180025,гименолепидоз,2050025,рвота
32180025,гименолепидоз,492830025,диспепсия
32180025,гименолепидоз,143360025,гепатомегалия
32180025,гименолепидоз,2620025,ощущение изжоги
32180025,гименолепидоз,19990025,нарушения аппетита
32180025,гименолепидоз,2760025,метеоризм
32180025,гименолепидоз,6190025,боль
32180025,гименолепидоз,12960025,рассеянность внимания
32180025,гименолепидоз,501700025,гипохлоргидрия
32180025,гименолепидоз,15030025,гипотония
32180025,гименолепидоз,381980025,повышение уровня СОЭ в крови
32180025,гименолепидоз,700025,обморок
32180025,гименолепидоз,4850025,инсомния
32180025,гименолепидоз,54090078,кожные покровы бледные
32180025,гименолепидоз,4970025,похудание
32180025,гименолепидоз,178750025,лейкопения
32180025,гименолепидоз,318860025,лейкоцитоз
32180025,гименолепидоз,1230077,группировка признаков с условием - ИЛИ
32180025,гименолепидоз,499220025,эозинофилия
32180025,гименолепидоз,400860025,синдром интоксикации
32180025,гименолепидоз,304570025,гипертермия субфебрильная
32180025,гименолепидоз,140960025,головная боль
32180025,гименолепидоз,395770025,аллергические реакции
32180025,гименолепидоз,143720025,кожный зуд
32180025,гименолепидоз,67020025,крапивница
32180025,гименолепидоз,1420025,ринит
32180025,гименолепидоз,21820025,синдром апатический
32180025,гименолепидоз,6100025,мышечные подергивания
32180025,гименолепидоз,470710025,припадок эпилептиформный
32180025,гименолепидоз,350025,головокружение
32180025,гименолепидоз,1390025,слабость общая
32180025,гименолепидоз,181040025,повышенная утомляемость
32180025,гименолепидоз,42510025,сонливость
350500025,коринебактериоз,384630025,бактериальные инфекционные заболевания
27010025,гонококковая инфекция,384630025,бактериальные инфекционные заболевания
27010025,гонококковая инфекция,381980025,повышение уровня СОЭ в крови
27010025,гонококковая инфекция,318860025,лейкоцитоз
31860025,описторхоз,494880025,печеночные трематодозы
31860025,описторхоз,144070025,артралгия
31860025,описторхоз,34550025,лейкоцитоз эозинофильный
31860025,описторхоз,303780025,анемия
31860025,описторхоз,492840025,синдром цитолиза
31860025,описторхоз,501550025,синдром абдоминальный болевой
31860025,описторхоз,198130025,желтуха
31860025,описторхоз,178740025,гепатоспленомегалия
31860025,описторхоз,74100025,миалгия
31860025,описторхоз,492780025,увеличение концентрации антител IgM антигенам  Opisthorchis felineus в крови
31860025,описторхоз,381980025,повышение уровня СОЭ в крови
31860025,описторхоз,345650025,холестаз
31860025,описторхоз,432100025,снижение концентрации общего белка в крови
31860025,описторхоз,393670025,гипоальбуминемия
31860025,описторхоз,492750025,увеличение концентрации антител IgG антигенам  Opisthorchis felineus в крови
31860025,описторхоз,270025,повышение температуры тела
31860025,описторхоз,400860025,синдром интоксикации
31860025,описторхоз,492830025,диспепсия
31860025,описторхоз,437010025,повышение концентрация прямого билирубина в крови
31860025,описторхоз,474600025,повышение концентрации непрямого билирубина в крови
337350025,волчанка обыкновенная,396320025,аутоиммунные заболевания
337350025,волчанка обыкновенная,330620025,ревматоидный артрит
337350025,волчанка обыкновенная,69900025,юношеский ревматоидный артрит
337350025,волчанка обыкновенная,126670025,высыпания в области лица
337350025,волчанка обыкновенная,397880025,высыпания кожных покровов видимых частей тела
337350025,волчанка обыкновенная,399350025,высыпание в виде бабочки
337350025,волчанка обыкновенная,126700025,высыпания в области шеи
337350025,волчанка обыкновенная,126770025,высыпания в области головы
337350025,волчанка обыкновенная,141700025,высыпания на волосистой части головы
337350025,волчанка обыкновенная,142900025,высыпания на ушах
337350025,волчанка обыкновенная,399340025,лимфопения
337350025,волчанка обыкновенная,381980025,повышение уровня СОЭ в крови
337350025,волчанка обыкновенная,19740025,анемии гемолитические
337350025,волчанка обыкновенная,11900025,протеинурия
337350025,волчанка обыкновенная,178750025,лейкопения
24260025,шигеллез,24110025,кишечные инфекции
24260025,шигеллез,197600025,гипокальциемия
24260025,шигеллез,392470025,гипонатриемия
24260025,шигеллез,180370025,кровь в стуле
24260025,шигеллез,5650025,тенезмы
24260025,шигеллез,4720025,ложные позывы
24260025,шигеллез,180380025,выпадение слизистой оболочки прямой кишки
24260025,шигеллез,141080025,боль в животе
24260025,шигеллез,2050025,рвота
24260025,шигеллез,2370025,диарея
24260025,шигеллез,180360025,гной в стуле
24260025,шигеллез,270025,повышение температуры тела
24260025,шигеллез,140960025,головная боль
24260025,шигеллез,318860025,лейкоцитоз
24260025,шигеллез,510000025,палочкоядерный сдвиг влево
24260025,шигеллез,352240025,моноцитоз
24260025,шигеллез,510220025,микрогематрия
24260025,шигеллез,510230025,повышение концентрации амилазы в крови
24260025,шигеллез,432060025,повышение концентрации мочевины в крови
24260025,шигеллез,435190025,снижение концентрации калия в крови
24260025,шигеллез,381980025,повышение уровня СОЭ в крови
24260025,шигеллез,11900025,протеинурия
24260025,шигеллез,11860025,цилиндрурия
24260025,шигеллез,400280025,лейкоцитурия
507750025,афалангия,94200025,врожденные аномалии [пороки развития] и деформации костно-мышечной системы
32220025,дракункулез,356630025,нематодозы
32220025,дракункулез,2050025,рвота
32220025,дракункулез,321270025,отечность в области суставов
32220025,дракункулез,352570025,лимфаденит
32220025,дракункулез,6080025,отек
32220025,дракункулез,395770025,аллергические реакции
32220025,дракункулез,270025,повышение температуры тела
32220025,дракункулез,187840025,эритема
32220025,дракункулез,437070025,увеличение относительного содержания эозинофилов в крови
32220025,дракункулез,2030025,тошнота
32220025,дракункулез,350025,головокружение
32220025,дракункулез,700025,обморок
32220025,дракункулез,181160025,уртикарные высыпания
32220025,дракункулез,66490025,зуд
52340025,отосклероз,52330025,болезни внутреннего уха
358980025,остертагиоз,356630025,нематодозы
324510025,сифилис,27330025,"болезни, вызываемые спирохетами"
324510025,сифилис,428420025,повышение концентрации антител к кардиолипину IgG в крови
324510025,сифилис,428430025,повышение концентрации антител к кардиолипину IgМ в крови
324510025,сифилис,430870025,повышение концентрации малонового диальдегида в крови
36860025,синдром Иценко Кушинга,36790025,болезнь Иценко-Кушинга
352430025,лейшманиоз Ута,31490025,лейшманиоз кожный 
26130025,скарлатина,25770025,другие бактериальные болезни
26130025,скарлатина,270025,повышение температуры тела
26130025,скарлатина,310025,пиретическая
26130025,скарлатина,178810025,постоянная лихорадка
26130025,скарлатина,6160025,высыпания
26130025,скарлатина,180400025,дермографизм белый
26130025,скарлатина,129690025,отек лица
26130025,скарлатина,320025,озноб
26130025,скарлатина,140960025,головная боль
26130025,скарлатина,2030025,тошнота
26130025,скарлатина,2050025,рвота
26130025,скарлатина,180890025,отрубевидное шелушение 
26130025,скарлатина,180900025,пластинчатое шелушение
26130025,скарлатина,180440025,катаральная ангина
26130025,скарлатина,180450025,фолликулярная ангина
26130025,скарлатина,180460025,лакунарная ангина
26130025,скарлатина,180410025,блестящие глаза
26130025,скарлатина,180420025,пылающие щеки
26130025,скарлатина,180530025,бледность области носогубного треугольника
26130025,скарлатина,143340025,боль в горле
26130025,скарлатина,180660025,гиперемия дужек
26130025,скарлатина,180630025,гиперемия миндалин
26130025,скарлатина,180870025,малиновый язык
26130025,скарлатина,180470025,некротическая ангина
26130025,скарлатина,178650025,гиперемия язычка нёба
26130025,скарлатина,304870025,высыпания на конечностях
26130025,скарлатина,315700025,ярко-розовая мелкоточечная сыпь на фоне гиперемированной кожи
26130025,скарлатина,192200025,острое течение
26130025,скарлатина,315690025,ярко-розовая мелкоточечная сыпь
26130025,скарлатина,126670025,высыпания в области лица
26130025,скарлатина,304860025,высыпания на туловище
26130025,скарлатина,430580025,повышение концентрации мочевой кислоты в крови
370500025,фимоз,78360025,"избыточная крайняя плоть, фимоз и парафимоз"
61600025,глоссит,61590025,болезни языка
30160025,коронавирусная инфекция COVID-19,422380025,коронавирусная инфекция
30160025,коронавирусная инфекция COVID-19,6180025,бледность
30160025,коронавирусная инфекция COVID-19,420120025,чувство тяжести в грудной клетке
30160025,коронавирусная инфекция COVID-19,270025,повышение температуры тела
30160025,коронавирусная инфекция COVID-19,320025,озноб
30160025,коронавирусная инфекция COVID-19,404860025,насморк
30160025,коронавирусная инфекция COVID-19,5120025,чихание
30160025,коронавирусная инфекция COVID-19,143340025,боль в горле
30160025,коронавирусная инфекция COVID-19,74100025,миалгия
30160025,коронавирусная инфекция COVID-19,400860025,синдром интоксикации
30160025,коронавирусная инфекция COVID-19,181040025,повышенная утомляемость
30160025,коронавирусная инфекция COVID-19,400580025,заложенность носа
30160025,коронавирусная инфекция COVID-19,198160025,сухой кашель
30160025,коронавирусная инфекция COVID-19,2370025,диарея
30160025,коронавирусная инфекция COVID-19,140960025,головная боль
30160025,коронавирусная инфекция COVID-19,3380025,слезотечение
30160025,коронавирусная инфекция COVID-19,191080025,першение в горле
30160025,коронавирусная инфекция COVID-19,422980025,гипертермия выше 38°С
30160025,коронавирусная инфекция COVID-19,2050025,рвота
30160025,коронавирусная инфекция COVID-19,2030025,тошнота
30160025,коронавирусная инфекция COVID-19,350025,головокружение
30160025,коронавирусная инфекция COVID-19,1330025,спутанность сознания
30160025,коронавирусная инфекция COVID-19,424450025, гипертермия до 38°С
30160025,коронавирусная инфекция COVID-19,4050025,отсутствие вкуса
30160025,коронавирусная инфекция COVID-19,4140025,аносмия
30160025,коронавирусная инфекция COVID-19,424440025,отсутствие обоняния и вкуса
30160025,коронавирусная инфекция COVID-19,1390025,слабость общая
30160025,коронавирусная инфекция COVID-19,386370025,одышка
30160025,коронавирусная инфекция COVID-19,142310025,боль в грудной клетке
30160025,коронавирусная инфекция COVID-19,422200025,одышка в покое
30160025,коронавирусная инфекция COVID-19,431960025,повышение концентрации антител IgM к антигенам SARS-Cov-2 в крови
30160025,коронавирусная инфекция COVID-19,178750025,лейкопения
30160025,коронавирусная инфекция COVID-19,431990025,снижение уровня тромботокрта в крови
30160025,коронавирусная инфекция COVID-19,432000025,удлинение протромбинового времени в крови
30160025,коронавирусная инфекция COVID-19,428590025,повышение концентрации лактата в крови
30160025,коронавирусная инфекция COVID-19,431890025,повышение концентрации ферритина в крови
30160025,коронавирусная инфекция COVID-19,431900025,повышение уровня pH крови
30160025,коронавирусная инфекция COVID-19,427320025,повышение концентрации интерлейкина 6 в крови
30160025,коронавирусная инфекция COVID-19,431920025,повышение концентрации гликированного гемоглобина в крови
30160025,коронавирусная инфекция COVID-19,431930025,увеличение уровня бикарбоната крови
30160025,коронавирусная инфекция COVID-19,431950025,повышение уровня углекислого газа в крови
30160025,коронавирусная инфекция COVID-19,431910025,снижение относительного содержания лимфоцитов в крови
30160025,коронавирусная инфекция COVID-19,425540025,повышение концентрации креатинкиназы в крови
30160025,коронавирусная инфекция COVID-19,426410025,повышение концентрации миоглобина в крови
30160025,коронавирусная инфекция COVID-19,384540025,повышение концентрации аланинаминотрансферазы в крови
30160025,коронавирусная инфекция COVID-19,384550025,повышение концентрации аспартатаминотрансферазы в крови
30160025,коронавирусная инфекция COVID-19,426820025,повышение концентрации тропонина I в крови
30160025,коронавирусная инфекция COVID-19,429380025,повышение концентрации С-реактивного белка в крови
30160025,коронавирусная инфекция COVID-19,431880025,повышение концентрации прокальцитонина в крови
30160025,коронавирусная инфекция COVID-19,425910025,повышение концентрация МВ-фракция-mass креатинкиназы в крови
30160025,коронавирусная инфекция COVID-19,427140025,повышение концентрации лактатдегидрогеназы в крови
30160025,коронавирусная инфекция COVID-19,430440025,повышение концентрации D-димера в крови
30160025,коронавирусная инфекция COVID-19,432200025,повышение концентрации интерлейкина 4 в крови
30160025,коронавирусная инфекция COVID-19,432210025,повышение концентрации интерлейкина 2 в крови
30160025,коронавирусная инфекция COVID-19,432220025,повышение концентрации интерферона-γ в крови
30160025,коронавирусная инфекция COVID-19,431150025,повышение концентрации интерлейкина 10 в крови
30160025,коронавирусная инфекция COVID-19,432060025,повышение концентрации мочевины в крови
30160025,коронавирусная инфекция COVID-19,432070025,повышение концентрации креатинина в крови
30160025,коронавирусная инфекция COVID-19,432040025,повышение концентрации общего билирубина в крови
30160025,коронавирусная инфекция COVID-19,432050025,снижение концентрации альбумина в крови
30160025,коронавирусная инфекция COVID-19,432420025,снижение концентрации pO2 (кислород) в крови
30160025,коронавирусная инфекция COVID-19,71430025,синдром Кавасаки
30160025,коронавирусная инфекция COVID-19,6160025,высыпания
30160025,коронавирусная инфекция COVID-19,51250078,IgM  >1
367920025,туберкулез кожи колликвативный,25100025,туберкулез кожи и подкожной клетчатки
24660025,криптоспоридиоз,31290025,протозойные болезни
24660025,криптоспоридиоз,14970025,дегидратация
24660025,криптоспоридиоз,14080025,полидипсия
